ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region
"FREE BRACELET OFFER HAPPENING NOW!!! 😱

Continue to support MAKING AMERICA GREAT and take advantage of this CRAZY OFFER! 🇺🇸

Get these limited edition Trump Bracelets FOR FREE!",2019-08-15T16:24:11+0000,The Daily Patriot,100,499,10000,49999,4.3E-5,"Washington, District of Columbia",0.051995,Pennsylvania,0.008515,Nevada,0.00631,New Hampshire,0.014954,New Jersey,0.00523,New Mexico,0.037861,New York,0.044215,North Carolina,0.002118,North Dakota,0.071617,Ohio,0.016424,Oklahoma,0.0102,Oregon,0.002161,Rhode Island,0.003847,Montana,0.02053,South Carolina,0.002939,South Dakota,0.028569,Tennessee,0.077625,Texas,0.004927,Utah,0.025889,Virginia,0.01288,Washington,0.017202,West Virginia,0.016899,Wisconsin,0.002636,Wyoming,0.00765,Nebraska,0.026105,Missouri,0.001642,Vermont,0.005057,Idaho,0.022388,Alabama,0.002031,Alaska,0.022691,Arizona,0.013485,Arkansas,0.040239,California,0.010503,Colorado,0.005878,Connecticut,0.002982,Delaware,0.068635,Florida,0.032805,Georgia,0.034317,Illinois,0.015516,Mississippi,0.040584,Indiana,0.01275,Iowa,0.012966,Kansas,0.028266,Kentucky,0.017937,Louisiana,0.006699,Maine,0.011281,Maryland,0.011929,Massachusetts,0.045771,Michigan,0.013615,Minnesota,0.000692,Hawaii,,
"FREE BRACELET OFFER HAPPENING NOW!!! 😱

Continue to support MAKING AMERICA GREAT and take advantage of this CRAZY OFFER! 🇺🇸

Get these limited edition Trump Bracelets FOR FREE!",2019-08-15T16:24:11+0000,The Daily Patriot,0,99,1000,4999,0.003834,Idaho,0.034509,North Carolina,0.014571,Maryland,0.019172,Massachusetts,0.030675,Michigan,0.023773,Minnesota,0.011503,Mississippi,0.029908,Missouri,0.003067,Nebraska,0.015337,New Jersey,0.053681,New York,0.06365,Ohio,0.010736,Louisiana,0.021472,Oklahoma,0.014571,Oregon,0.054448,Pennsylvania,0.004601,Rhode Island,0.019172,South Carolina,0.023006,Tennessee,0.08819,Texas,0.002301,Vermont,0.023006,Virginia,0.009969,West Virginia,0.006902,Maine,0.023773,Kentucky,0.003067,Montana,0.01227,Alabama,0.009969,Nevada,0.007669,New Mexico,0.003067,Utah,0.003067,Alaska,0.002301,Hawaii,0.004601,New Hampshire,0.003834,North Dakota,0.004601,South Dakota,0.013037,Washington,0.001534,Wyoming,0.019172,Arizona,0.013804,Kansas,0.009969,Arkansas,0.062883,California,0.013804,Colorado,0.005368,Connecticut,0.003834,Delaware,0.074387,Florida,0.026074,Georgia,0.032975,Illinois,0.032975,Indiana,0.014571,Iowa,0.015337,Wisconsin,,,,
"FREE BRACELET OFFER HAPPENING NOW!!! 😱

Continue to support MAKING AMERICA GREAT and take advantage of this CRAZY OFFER! 🇺🇸

Get these limited edition Trump Bracelets FOR FREE!",2019-08-15T16:24:11+0000,The Daily Patriot,100,499,10000,49999,0.019681,Alabama,0.002226,Rhode Island,0.00574,New Hampshire,0.015698,New Jersey,0.006912,New Mexico,0.040886,New York,0.039831,North Carolina,0.002577,North Dakota,0.067362,Ohio,0.018041,Oklahoma,0.014292,Oregon,0.048618,Pennsylvania,0.019447,South Carolina,0.006795,Nebraska,0.002812,South Dakota,0.028351,Tennessee,0.087512,Texas,0.006678,Utah,0.000937,Vermont,0.023782,Virginia,0.01933,Washington,0.014644,West Virginia,0.016987,Wisconsin,0.002812,Wyoming,0.010661,Nevada,0.003866,Montana,0.002577,Alaska,0.028819,Illinois,0.027296,Arizona,0.011715,Arkansas,0.054358,California,0.013121,Colorado,0.007615,Connecticut,0.002812,Delaware,0.068768,Florida,0.026476,Georgia,0.001289,Hawaii,0.006678,Idaho,0.033154,Indiana,0.02753,Missouri,0.010309,Iowa,0.013707,Kansas,0.021204,Kentucky,0.019447,Louisiana,0.00656,Maine,0.010309,Maryland,0.013824,Massachusetts,0.036668,Michigan,0.018276,Minnesota,0.010895,Mississippi,0.000117,"Washington, District of Columbia",,
"FREE BRACELET OFFER HAPPENING NOW!!! 😱

Continue to support MAKING AMERICA GREAT and take advantage of this CRAZY OFFER! 🇺🇸

Get these limited edition Trump Bracelets FOR FREE!",2019-08-15T16:24:11+0000,The Daily Patriot,0,99,1000,4999,0.000889,Vermont,0.019556,Oklahoma,0.003556,Montana,0.008,Nebraska,0.011556,Nevada,0.006222,New Hampshire,0.016,New Jersey,0.033778,New York,0.042667,North Carolina,0.002667,North Dakota,0.051556,Ohio,0.021333,Oregon,0.013333,Mississippi,0.048,Pennsylvania,0.000889,Rhode Island,0.022222,South Carolina,0.032889,Tennessee,0.093333,Texas,0.006222,Utah,0.017778,Virginia,0.018667,Washington,0.016,West Virginia,0.011556,Wisconsin,0.024889,Missouri,0.016889,Minnesota,0.008,New Mexico,0.027556,Georgia,0.002667,Alaska,0.002667,South Dakota,0.017778,Alabama,0.027556,Arizona,0.013333,Arkansas,0.051556,California,0.009778,Colorado,0.007111,Connecticut,0.002667,Delaware,0.056,Florida,0.002667,Hawaii,0.040889,Michigan,0.005333,Idaho,0.032,Illinois,0.029333,Indiana,0.021333,Iowa,0.016889,Kansas,0.022222,Kentucky,0.023111,Louisiana,0.009778,Maine,0.014222,Maryland,0.012444,Massachusetts,0.002667,Wyoming,,,,
"FREE BRACELET OFFER HAPPENING NOW!!! 😱

Continue to support MAKING AMERICA GREAT and take advantage of this CRAZY OFFER! 🇺🇸

Get these limited edition Trump Bracelets FOR FREE!",2019-08-15T16:24:11+0000,The Daily Patriot,0,99,0,999,0.021858,Alabama,0.006557,New Mexico,0.005464,Maine,0.014208,Maryland,0.015301,Massachusetts,0.032787,Michigan,0.018579,Minnesota,0.014208,Mississippi,0.028415,Missouri,0.008743,Nevada,0.012022,New Jersey,0.032787,New York,0.038251,Kentucky,0.051366,North Carolina,0.056831,Ohio,0.012022,Oregon,0.050273,Pennsylvania,0.017486,South Carolina,0.021858,Tennessee,0.073224,Texas,0.016393,Washington,0.020765,West Virginia,0.015301,Louisiana,0.04153,Indiana,0.022951,Arizona,0.002186,Wyoming,0.00765,Connecticut,0.009836,Idaho,0.015301,Iowa,0.009836,Kansas,0.006557,Montana,0.024044,Oklahoma,0.003279,Rhode Island,0.003279,South Dakota,0.001093,Utah,0.005464,Alaska,0.02623,Illinois,0.002186,Delaware,0.005464,New Hampshire,0.006557,Nebraska,0.015301,Virginia,0.012022,Arkansas,0.061202,California,0.012022,Colorado,0.066667,Florida,0.040437,Georgia,0.014208,Wisconsin,,,,,,,,,,
"FREE BRACELET OFFER HAPPENING NOW!!! 😱

Continue to support MAKING AMERICA GREAT and take advantage of this CRAZY OFFER! 🇺🇸

Get these limited edition Trump Bracelets FOR FREE!",2019-08-15T16:24:11+0000,The Daily Patriot,500,999,50000,99999,8.9E-5,"Washington, District of Columbia",0.052843,Pennsylvania,0.006557,Nevada,0.005546,New Hampshire,0.015017,New Jersey,0.004505,New Mexico,0.037826,New York,0.046122,North Carolina,0.002661,North Dakota,0.073629,Ohio,0.016578,Oklahoma,0.009204,Oregon,0.00223,Rhode Island,0.002914,Montana,0.025961,South Carolina,0.003152,South Dakota,0.03332,Tennessee,0.08087,Texas,0.003598,Utah,0.001561,Vermont,0.027031,Virginia,0.010824,Washington,0.017515,West Virginia,0.014616,Wisconsin,0.006379,Nebraska,0.029113,Missouri,0.028845,Alabama,0.004178,Idaho,0.001234,Alaska,0.016222,Arizona,0.015478,Arkansas,0.035952,California,0.008059,Colorado,0.006141,Connecticut,0.003018,Delaware,0.065674,Florida,0.038316,Georgia,0.000669,Hawaii,0.029425,Illinois,0.016043,Mississippi,0.042821,Indiana,0.011241,Iowa,0.011716,Kansas,0.029499,Kentucky,0.023611,Louisiana,0.005115,Maine,0.01353,Maryland,0.01075,Massachusetts,0.038629,Michigan,0.012192,Minnesota,0.001978,Wyoming,,
"FREE BRACELET OFFER HAPPENING NOW!!! 😱

Continue to support MAKING AMERICA GREAT and take advantage of this CRAZY OFFER! 🇺🇸

Get these limited edition Trump Bracelets FOR FREE!",2019-08-15T16:24:11+0000,The Daily Patriot,0,99,1000,4999,0.002256,Wyoming,0.022561,Oklahoma,0.006768,Nebraska,0.007332,Nevada,0.010152,New Hampshire,0.017484,New Jersey,0.00564,New Mexico,0.029329,New York,0.035533,North Carolina,0.003384,North Dakota,0.078962,Ohio,0.013536,Oregon,0.028765,Missouri,0.049069,Pennsylvania,0.021997,South Carolina,0.002256,South Dakota,0.034405,Tennessee,0.094191,Texas,0.003384,Utah,0.00282,Vermont,0.021433,Virginia,0.0141,Washington,0.012408,West Virginia,0.004512,Montana,0.015792,Mississippi,0.000564,Delaware,0.034405,Georgia,0.000564,Hawaii,0.002256,Rhode Island,0.020869,Alabama,0.004512,Alaska,0.01692,Arizona,0.014664,Arkansas,0.031585,California,0.009588,Colorado,0.00846,Connecticut,0.06035,Florida,0.00846,Idaho,0.011844,Minnesota,0.034405,Illinois,0.043429,Indiana,0.0141,Iowa,0.010152,Kansas,0.025945,Kentucky,0.016356,Louisiana,0.007896,Maine,0.015792,Maryland,0.012972,Massachusetts,0.041173,Michigan,0.014664,Wisconsin,,,,
"Leftist political ""gun control"" theatrics versus the root causes of sociopathic violence",2019-08-15T15:31:39+0000,The Patriot Post,0,99,10000,49999,0.027508,Alabama,0.001633,Rhode Island,0.006189,New Hampshire,0.010831,New Jersey,0.007479,New Mexico,0.024671,New York,0.034729,North Carolina,0.004556,North Dakota,0.048225,Ohio,0.026476,Oklahoma,0.015301,Oregon,0.042293,Pennsylvania,0.019342,South Carolina,0.008338,Nebraska,0.005759,South Dakota,0.029571,Tennessee,0.085618,Texas,0.008596,Utah,0.002235,Vermont,0.021663,Virginia,0.020545,Washington,0.011433,West Virginia,0.022608,Wisconsin,0.004126,Wyoming,0.007049,Nevada,0.008338,Montana,0.003782,Alaska,0.039972,Illinois,0.015817,Arizona,0.020029,Arkansas,0.049772,California,0.015731,Colorado,0.007221,Connecticut,0.001977,Delaware,0.048913,Florida,0.029055,Georgia,0.002235,Hawaii,0.008596,Idaho,0.035331,Indiana,0.036018,Missouri,0.018052,Iowa,0.016247,Kansas,0.027766,Kentucky,0.020545,Louisiana,0.00447,Maine,0.007651,Maryland,0.012894,Massachusetts,0.038511,Michigan,0.016247,Minnesota,0.017966,Mississippi,8.6E-5,"Washington, District of Columbia",,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:12+0000,4Patriots LLC,100,499,5000,9999,0.015304,Alabama,0.013992,South Carolina,0.017636,New Jersey,0.010203,New Mexico,0.039207,New York,0.024923,North Carolina,0.033523,Ohio,0.021134,Oklahoma,0.023174,Oregon,0.038187,Pennsylvania,0.004081,Rhode Island,0.005101,South Dakota,0.013701,Nevada,0.020842,Tennessee,0.085556,Texas,0.008308,Utah,0.001749,Vermont,0.021717,Virginia,0.029879,Washington,0.008454,West Virginia,0.018802,Wisconsin,0.005976,Wyoming,0.000146,"Washington, District of Columbia",0.003207,New Hampshire,0.008308,Nebraska,0.030316,Arizona,0.025215,Indiana,0.012097,Arkansas,0.114998,California,0.018073,Colorado,0.009182,Connecticut,0.002478,Delaware,0.057863,Florida,0.024486,Georgia,0.010203,Idaho,0.032648,Illinois,0.015304,Iowa,0.008599,Montana,0.013555,Kansas,0.015158,Kentucky,0.020988,Louisiana,0.003644,Maine,0.010494,Maryland,0.016033,Massachusetts,0.030462,Michigan,0.014867,Minnesota,0.010931,Mississippi,0.026672,Missouri,0.002624,North Dakota,,,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:12+0000,4Patriots LLC,100,499,1000,4999,0.018781,Alabama,0.036573,Pennsylvania,0.003624,New Hampshire,0.014498,New Jersey,0.008896,New Mexico,0.037562,New York,0.027348,North Carolina,0.001647,North Dakota,0.039209,Ohio,0.022735,Oklahoma,0.020758,Oregon,0.002306,Rhode Island,0.009555,Nebraska,0.015815,South Carolina,0.005272,South Dakota,0.019769,Tennessee,0.086656,Texas,0.007578,Utah,0.001977,Vermont,0.020758,Virginia,0.025041,Washington,0.007578,West Virginia,0.015157,Wisconsin,0.016145,Nevada,0.009555,Montana,0.036244,Arizona,0.035585,Illinois,0.013839,Arkansas,0.126853,California,0.01911,Colorado,0.003954,Connecticut,0.001647,Delaware,0.001318,"Washington, District of Columbia",0.060297,Florida,0.021746,Georgia,0.011862,Idaho,0.023064,Indiana,0.029654,Missouri,0.012521,Iowa,0.014498,Kansas,0.011532,Kentucky,0.018781,Louisiana,0.003954,Maine,0.008237,Maryland,0.01285,Massachusetts,0.027677,Michigan,0.015815,Minnesota,0.008567,Mississippi,0.005601,Wyoming,,,,,,
"""I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” 😊👍🏻

""I bought two of them, charged them from the wall the first time and both work VERY well. Looking forward to testing their ruggedness during hunting seasons here in Idaho.”

""I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!”

Two usb ports to charge multiple devices at once! Has an LED flashlight with two settings - constant and SOS (flashing)

Drop proof. Weatherproof. Water resistant. Clips onto your clothes and is built tough! 

>>>Get Yours Here: >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:12+0000,4Patriots LLC,100,499,1000,4999,0.016779,Colorado,0.040268,Pennsylvania,0.009108,Nebraska,0.007191,Nevada,0.016779,New Jersey,0.00815,New Mexico,0.035475,New York,0.024928,North Carolina,0.034995,Ohio,0.024928,Oklahoma,0.026366,Oregon,0.020614,South Carolina,0.011985,Mississippi,0.003835,South Dakota,0.020134,Tennessee,0.090604,Texas,0.016779,Virginia,0.032598,Washington,0.019655,Wisconsin,0.008629,Kansas,0.007191,Maine,0.032119,Missouri,0.008629,Montana,0.014861,Minnesota,0.002876,Delaware,0.097315,California,0.004314,New Hampshire,0.002876,Rhode Island,0.00815,Utah,0.000959,Vermont,0.004314,West Virginia,0.003835,Wyoming,0.016779,Alabama,0.025887,Arizona,0.012464,Arkansas,0.008629,Connecticut,0.032598,Michigan,0.07814,Florida,0.023969,Georgia,0.010067,Idaho,0.034036,Illinois,0.025887,Indiana,0.01534,Iowa,0.017737,Kentucky,0.017258,Louisiana,0.00767,Maryland,0.012943,Massachusetts,0.003356,North Dakota,,,,,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,100,499,10000,49999,0.001616,Unknown,0.0359,Pennsylvania,0.004509,New Hampshire,0.020247,New Jersey,0.007061,New Mexico,0.046789,New York,0.021438,North Carolina,0.002977,North Dakota,0.0359,Ohio,0.015823,Oklahoma,0.020672,Oregon,0.002892,Rhode Island,0.010038,Nebraska,0.012165,South Carolina,0.004594,South Dakota,0.02365,Tennessee,0.081923,Texas,0.009868,Utah,0.002042,Vermont,0.022459,Virginia,0.029434,Washington,0.00621,West Virginia,0.017865,Wisconsin,0.01242,Nevada,0.007997,Montana,0.015398,Alabama,0.026542,Illinois,0.029689,Arizona,0.010719,Arkansas,0.149553,California,0.020417,Colorado,0.007912,Connecticut,0.003063,Delaware,0.001446,"Washington, District of Columbia",0.057933,Florida,0.023394,Georgia,0.009358,Idaho,0.021097,Indiana,0.020672,Missouri,0.011655,Iowa,0.011229,Kansas,0.013016,Kentucky,0.016333,Louisiana,0.005189,Maine,0.014377,Maryland,0.015057,Massachusetts,0.027222,Michigan,0.01812,Minnesota,0.009358,Mississippi,0.004764,Wyoming,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,100,499,5000,9999,0.00029,"Washington, District of Columbia",0.03993,Pennsylvania,0.007841,New Hampshire,0.024684,New Jersey,0.00726,New Mexico,0.045448,New York,0.033832,North Carolina,0.006679,North Dakota,0.041382,Ohio,0.017279,Oklahoma,0.014375,Oregon,0.00334,Rhode Island,0.01089,Nebraska,0.018295,South Carolina,0.00334,South Dakota,0.024103,Tennessee,0.080877,Texas,0.006244,Utah,0.002904,Vermont,0.023377,Virginia,0.028605,Washington,0.009728,West Virginia,0.020619,Wisconsin,0.007841,Nevada,0.006389,Montana,0.000436,Unknown,0.036591,Illinois,0.020473,Alabama,0.018876,Arizona,0.011616,Arkansas,0.084362,California,0.019021,Colorado,0.008276,Connecticut,0.002033,Delaware,0.04661,Florida,0.02512,Georgia,0.005808,Idaho,0.025991,Indiana,0.027733,Missouri,0.013939,Iowa,0.013359,Kansas,0.019602,Kentucky,0.020183,Louisiana,0.00697,Maine,0.012778,Maryland,0.023232,Massachusetts,0.035865,Michigan,0.020473,Minnesota,0.011471,Mississippi,0.00363,Wyoming,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,0,99,1000,4999,0.017561,Alabama,0.036879,Pennsylvania,0.005519,New Hampshire,0.014049,New Jersey,0.00853,New Mexico,0.030105,New York,0.026342,North Carolina,0.005519,North Dakota,0.044405,Ohio,0.024586,Oklahoma,0.0143,Oregon,0.002007,Rhode Island,0.013046,Nebraska,0.013547,South Carolina,0.004767,South Dakota,0.022579,Tennessee,0.099097,Texas,0.006021,Utah,0.002509,Vermont,0.021576,Virginia,0.032614,Washington,0.009282,West Virginia,0.020823,Wisconsin,0.012042,Nevada,0.006021,Montana,0.028098,Arizona,0.035625,Illinois,0.012293,Arkansas,0.087306,California,0.027597,Colorado,0.006021,Connecticut,0.002509,Delaware,0.000251,"Washington, District of Columbia",0.0429,Florida,0.030356,Georgia,0.014049,Idaho,0.027346,Indiana,0.029353,Missouri,0.012042,Iowa,0.0143,Kansas,0.017311,Kentucky,0.019067,Louisiana,0.003261,Maine,0.010788,Maryland,0.016056,Massachusetts,0.03437,Michigan,0.019318,Minnesota,0.01129,Mississippi,0.004767,Wyoming,,,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,0,99,1000,4999,0.017442,Alabama,0.03277,Pennsylvania,0.005285,New Hampshire,0.018499,New Jersey,0.011099,New Mexico,0.038319,New York,0.024313,North Carolina,0.004757,North Dakota,0.045983,Ohio,0.019027,Oklahoma,0.020613,Oregon,0.00185,Rhode Island,0.0074,Nebraska,0.015592,South Carolina,0.003964,South Dakota,0.023784,Tennessee,0.08351,Texas,0.007928,Utah,0.000264,Vermont,0.026163,Virginia,0.032241,Washington,0.007928,West Virginia,0.02352,Wisconsin,0.012156,Nevada,0.006871,Montana,0.039641,Arizona,0.036469,Illinois,0.013214,Arkansas,0.098309,California,0.02352,Colorado,0.007135,Connecticut,0.002907,Delaware,0.000529,"Washington, District of Columbia",0.052061,Florida,0.024313,Georgia,0.011099,Idaho,0.021142,Indiana,0.02907,Missouri,0.014535,Iowa,0.012421,Kansas,0.013214,Kentucky,0.013214,Louisiana,0.006342,Maine,0.010042,Maryland,0.011892,Massachusetts,0.027484,Michigan,0.020877,Minnesota,0.012685,Mississippi,0.006607,Wyoming,,,,,,
