,adID,adText,adSpend,adLP,adImpress,adClicks,adCreation,adLocation_cleaned,adStates,adDate
1394,414,Black Matters,18.14,https://www.facebook.com/Black-Matters-1579673598947501/,67.0,4.0,07/06/15 07:51:49 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-06
1395,415,Florida police department used black mens mugshots for target practice acouple of months ago,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/06/15 07:52:07 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-06
1396,416,Chicago Boy Amari Brown AmongDeadInjured In Just Hour SpanIn just an eighthour span during the Fourth of July weekend gun violence inChicago left three people dead andwounded Amari Brown a yearoldboy on the citys West Side was the youngest of the fatalitiesThoseshootings came betweenpm Saturday andam SundayAmari had spent the day celebrating with family and riding his scooter up anddown the block where he lived with his grandmother and several otherrelatives in Humboldt Park Just before midnight a gunman opened fireoutside a relatives home where Amari and other children were playing hittingboth the yearold and a yearold woman in the chestNo arrests have been made Family members will hold a press conferenceSunday afternoon to call for Amaris killer to turn himself inHow can we feel safe here in America Permanent threat to life follows everyAmerican like a shadow What did this boy do to deserve a bullet in his bodyHe just played with his friends outdoor Is human life really worth nothing inour countryRest in peace Amari Brown,200.0,https://www.facebook.com/Black-Matters-1 579673598947501/,589.0,55.0,07/07/15 02:52:31 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-07
1397,417,There are people who generally believe racism is over but minorities believethat theres a lot of racial discrimination in the United States of AmericaThousands of African Americans experience discrimination due to inequalitywhich results cultural failure and racial pathology Do you realize that racismsits at the very core of American thinking,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/08/15 07:23:29 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-08
1398,419,Its time to be proud of our black beauty Being born black is beautiful beingborn black is powerful,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/09/15 06:55:38 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-09
1399,420,The panel represents Maurice the Roman legion commander who was blackand was martyred for refusing to slaughter Christians This painting is madeby Mathis Gothart Grunewald,0.0,https://www.facebook.com/Black-Matters-1 579673598947501/,0.0,0.0,07/08/15 07:24:28 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-08
1400,421,Keep calm and remember your roots Dont let the government to take it awayfrom you,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/09/15 06:55:52 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-09
1401,422,Philosophy of AfricanAmerican activist Huey NewtonHuey Newton was an AfricanAmerican political activist and a leader ofgeneration of black best known for founding the militant Black Panther PartyinAs a child Newton experienced racial discrimination that influencedhim to create the Black Panther Party as a voice of black people His partygrew up to a size offull time party workers inbranches acrossAmerica and inspired generation in North America to join the struggle againstoppression But he was shot to death in August,173.41,https://www.facebook.com/Black-Matters-1579673598947501/,733.0,73.0,06/23/15 07:43:14 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-23
1402,423,More riots are coming this summerunlessWhat is the most important thing the government must to do this year in orderour country to live in peaceThe criminal justice system is very important institution where lawenforcement investigate a crime gathering evidences to identify the presumedperpetrator ensuring that rights of the convicted are respected But what ifAmerican criminal justice reform outdated and the country need to focus on arenewed sense of justice What if disproportionate punishment is the mainchallenge of the criminal justice systemDisproportionate punishments known far and wide across the United States ofAmerica Consequently the victims skin color plays a crucial role in decidingwhat kind of punishment he will receive For instance you are more likely tobe sentenced to death if you have killed a white person Frankly speaking ifthe government wants to keep the country away from the summer urban riotsthen they must think about the living standards of black population that isseveral times below the living standards of white people in America Inaddition the White House must reduce the unemployment rates of blackpopulation by revising the hiring policy for black AmericansTherefore if wewant a lifes balance the government have to reconsider all these thingsbecause Black Americans lives matter,261.08,https://www.facebook.com/Black-Matters-1579673598947501/,1012.0,83.0,06/23/15 07:43:35 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-23
1403,424,Fifty years agoof African American adults andof African Americanchildren lived in poverty Today onlyof African American adults andof African American children live in poverty Weve come so far but stillthere is a long way to go,0.0,https://\vww.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,06/24/15 12:15:01 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-24
1404,425,YearOld Madeleine from Charleston drew this picture in order to show usthat being colorblind is awesome and we should give it a try,173.57,https://www.facebook.com/Black-Matters-1579673598947501/,755.0,72.0,06/23/15 07:43:51 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-23
1405,426,Nothing really changes Everything remains the sameBeing black is awesome its being black in America that sucks,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/09/15 07:20:18 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-09
1406,427,Police Charges Black Student For Driving To A Welllit AreaLast time I checked US wasnt involved in any wars or antiterroristoperations at least officially Well then how come Detroit is no lessdangerous then the city ranks third in the list of topUS most dangerouscitiesWhen yearold DaJuawn Wallace saw flashing blue police lights in hisrearview mirror he chose to proceed with caution since some people areknown to be robbed by fake police officers He preferred to find a welllit areato pull over in As a result he was charged with fleeing policePeople are terrified by the police to such a degree that they even prefer tocommunicate with officers only in the welllit areas And get charged for thatSometimes it makes me actually think that when not involved in any militaryoperations in the foreign countries our countrys at war with its own citizenswith the help of police,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/09/15 07:21:05 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-09
1407,428,Police Charges Black Student For Driving To A Welllit AreaLast time I checked US wasnt involved in any wars or antiterroristoperations at least officially Well then how come Detroit is no lessdangerous then the city ranks third in the list of topUS most dangerouscitiesWhen yearold DaJuawn Wallace saw flashing blue police lights in hisrearview mirror he chose to proceed with caution since some people areknown to be robbed by fake police officers He preferred to find a welllit areato pull over in As a result he was charged with fleeing policePeople are terrified by the police to such a degree that they even prefer tocommunicate with officers only in the welllit areas And get charged for thatSometimes it makes me actually think that when not involved in any militaryoperations in the foreign countries our countrys at war with its own citizenswith the help of police,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/08/15 02:55:42 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-08
1408,429,Sadness and shocking tragedy at historically black church in CharlestoneA white gunman opened a fire at pastor andother church members at blackchurch in Charlestone S on Wednesday night The young cleanshavedshooter walked in during a prayer meeting and started shooting the peopleCharleston Police Chief Greg Mullen said that the incident would beinvestigated as hate crimeEmanuel AME Church is a historically AfricaAmerican church which wasfound by Denmark Vesey in order to organize a slave revolt inDespite the first black American president AfricaAmericans remain the mostcommon victims of hate crimes But what if the hate crime relates toxenophobia American xenophobia is based on the dominant white heritagethat is giving birth to another form of hate and discrimination These formstake another level of hate Unfortunately American tolerance is not what wethink it is US public is swapping patriotism for nationalism tolerance forIslamophobia racism and antiimmigrant sentiment For instance lastFebruary American gunman killed three young Muslims two miles away fromthe University of North Carolina campus Was this gunman motivated by hateand intolerance Should we expect for more hatecrimesWhat if American racial change still occurs through generations What of itracism happens due to unequal opportunities What if America is still adeeply racist country What if the church is not a safe place anymore,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,06/18/15 02:49:23 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-18
1409,431,Barack Obama and his team have spent two months working to securepercent for Iran deal And now they claim enourmous victoryUnder the Constitution treaties require the support of twothirds of theSenate The deal with Iran is a treaty in every respecta legally binding longterm agreement between sovereign powers in which hundreds of billions ofdollars will flow and billions of dollars in nuclear materiel will be destroyedSince this is a treaty and we havesenators Obama should have beenobliged to secure the backing ofsenators notObama knows he cannever get Iran deal through the Congress Americans voted for the GOP into provide Republican majority in both the House of representatives andthe Senate It has to stop crazy ideas of ObamaBut Obama is not stupid he is very crafty politician He succeded to change asubject to a votenot of approval like a treaty but of disapproval It would betreated like any piece of legislation It would be voted on by the House andthe Senate and if they turned thumbsdown he could then exercise hispresidential vetoThe Constitution requires a second vote by the two Houses of Congress tooverturn such a vetoand in that case the vote has to be by twothirds Soinstead ofSenators having to support the deal to make it legalsenators have to disapprove of it to render it null and void It is enoughormore Senators to overturn a veto But you rememberSenators agree tosupport the dealThus it may well be that for the first time in American history a president willsimply impose a treaty on the country without even the pretense of seekingand obtaining the advice and consent of the Congress And how WithpercentBarack Obama is very smart man but he is not a patriot He doesnt careabout Americans All what he cares is his outsized ambitions,395.65,https://www.facebook.com/patriototus,1813.0,268.0,09/10/15 03:48:38 AM PDT,,,2015-09-10
1410,432,Andy Hallinana new justice fighter who banned Muslims from his shopAndy Hallinan a Florida gun shop owner has banned Muslim customers fromhis store He declared his shop a Muslimfree zone in response to ashooting in Chattanooga where a Kuwaitborn terrorist killed five US MarinesHallinan announced his stores new policy sitting against the Confederateflag The video posted in Facebook became popularWhat we can say Hallinan is completely right If the government cannotprovide our security then we must do everything possible to provide it A lotof Muslims become Islamists who pose a real threat to our national securityWe consider that it is really dangerous to sell arms to Muslims as therere alot of terrorists among them The nd amendment was written for people butit doesnt relieve people of responsibility,164.49,https://www.facebook.com/patriototus,603.0,100.0,07/22/15 07:54:48 AM PDT,,,2015-07-22
